url,dt,strong,p
https://www.samsung.com/sec/washing-machines/top-loader-wa80f19skb-d2c/WA80F19SKB/,기본 사양,모터,인버터 모터
https://www.samsung.com/sec/washing-machines/top-loader-wa80f19skb-d2c/WA80F19SKB/,기본 사양,모터 구동 방식,듀얼DD
https://www.samsung.com/sec/washing-machines/top-loader-wa80f19skb-d2c/WA80F19SKB/,외관 사양,디스플레이,LED
https://www.samsung.com/sec/washing-machines/top-loader-wa80f19skb-d2c/WA80F19SKB/,외관 사양,도어 타입,강화유리
https://www.samsung.com/sec/washing-machines/top-loader-wa80f19skb-d2c/WA80F19SKB/,외관 사양,세탁조 패턴,다이아몬드 세탁조
https://www.samsung.com/sec/washing-machines/top-loader-wa80f19skb-d2c/WA80F19SKB/,주요기능,버블,있음
https://www.samsung.com/sec/washing-machines/top-loader-wa80f19skb-d2c/WA80F19SKB/,주요기능,제트샷,있음
https://www.samsung.com/sec/washing-machines/top-loader-wa80f19skb-d2c/WA80F19SKB/,주요기능,필터,있음
https://www.samsung.com/sec/washing-machines/top-loader-wa80f19skb-d2c/WA80F19SKB/,주요기능,스마트컨트롤,있음
https://www.samsung.com/sec/washing-machines/top-loader-wa80f19skb-d2c/WA80F19SKB/,주요기능,스마트체크,있음
https://www.samsung.com/sec/washing-machines/top-loader-wa80f19skb-d2c/WA80F19SKB/,주요기능,물높이 조절,있음
https://www.samsung.com/sec/washing-machines/top-loader-wa80f19skb-d2c/WA80F19SKB/,주요기능,세탁 온도 조절,있음
https://www.samsung.com/sec/washing-machines/top-loader-wa80f19skb-d2c/WA80F19SKB/,주요기능,헹굼 횟수 조절,있음
https://www.samsung.com/sec/washing-machines/top-loader-wa80f19skb-d2c/WA80F19SKB/,주요기능,탈수 세기 조절,있음
https://www.samsung.com/sec/washing-machines/top-loader-wa80f19skb-d2c/WA80F19SKB/,주요기능,예약 기능,있음
https://www.samsung.com/sec/washing-machines/top-loader-wa80f19skb-d2c/WA80F19SKB/,주요기능,어린이 보호,있음
https://www.samsung.com/sec/washing-machines/top-loader-wa80f19skb-d2c/WA80F19SKB/,주요기능,알림음 끔,있음
https://www.samsung.com/sec/washing-machines/top-loader-wa80f19skb-d2c/WA80F19SKB/,주요기능,무세제통세척,있음
https://www.samsung.com/sec/washing-machines/top-loader-wa80f19skb-d2c/WA80F19SKB/,주요기능,강력 통세척,있음
https://www.samsung.com/sec/washing-machines/top-loader-wa80f19skb-d2c/WA80F19SKB/,주요기능,통세척 알람,있음
https://www.samsung.com/sec/washing-machines/top-loader-wa80f19skb-d2c/WA80F19SKB/,주요기능,AI 진동소음 저감 시스템,있음
https://www.samsung.com/sec/washing-machines/top-loader-wa80f19skb-d2c/WA80F19SKB/,주요기능,소프트 도어,있음
https://www.samsung.com/sec/washing-machines/top-loader-wa80f19skb-d2c/WA80F19SKB/,주요기능,스테인리스 세탁판,있음
https://www.samsung.com/sec/washing-machines/top-loader-wa80f19skb-d2c/WA80F19SKB/,주요기능,스테인리스 필터,있음
https://www.samsung.com/sec/washing-machines/top-loader-wa80f19skb-d2c/WA80F19SKB/,주요기능,안전도어락 시스템,있음
https://www.samsung.com/sec/washing-machines/top-loader-wa80f19skb-d2c/WA80F19SKB/,주요기능,세탁코스,"표준세탁, 강력세탁, 쾌속세탁, 울/란제리, 청정세탁, 이불, AI맞춤세탁, 다운로드코스, 헹굼+탈수, 무세제통세척"
https://www.samsung.com/sec/washing-machines/top-loader-wa80f19skb-d2c/WA80F19SKB/,스마트,WiFi 내장,지원
https://www.samsung.com/sec/washing-machines/top-loader-wa80f19skb-d2c/WA80F19SKB/,앱 연결,SmartThings 모바일 앱 지원,지원
https://www.samsung.com/sec/washing-machines/top-loader-wa80f19skb-d2c/WA80F19SKB/,안전인증정보,인증구분,KC 안전인증
https://www.samsung.com/sec/washing-machines/top-loader-wa80f19skb-d2c/WA80F19SKB/,안전인증정보,인증기관,한국기계전기전자시험연구원
https://www.samsung.com/sec/washing-machines/top-loader-wa80f19skb-d2c/WA80F19SKB/,안전인증정보,인증번호,HU07310-23071
https://www.samsung.com/sec/washing-machines/top-loader-wa80f19skb-d2c/WA80F19SKB/,EMC/RF모듈,인증기관,국립전파연구원
https://www.samsung.com/sec/washing-machines/top-loader-wa80f19skb-d2c/WA80F19SKB/,EMC/RF모듈,인증번호,R-R-SEC-WA6000CR
https://www.samsung.com/sec/washing-machines/top-loader-wa80f19skb-d2c/WA80F19SKB/,기본정보,제조자/수입자,삼성전자(주)
https://www.samsung.com/sec/washing-machines/top-loader-wa80f19skb-d2c/WA80F19SKB/,기본정보,제조국,태국
https://www.samsung.com/sec/washing-machines/top-loader-wa80f19skb-d2c/WA80F19SKB/,기본정보,동일모델의 출시년월,2025년 4월
https://www.samsung.com/sec/washing-machines/top-loader-wa80f19skb-d2c/WA80F19SKB/,상품 기본정보,제품명,전기 세탁기
https://www.samsung.com/sec/washing-machines/top-loader-wa80f19skb-d2c/WA80F19SKB/,상품 기본정보,제조자/수입자,삼성전자(주)
https://www.samsung.com/sec/washing-machines/top-loader-wa80f19skb-d2c/WA80F19SKB/,상품 기본정보,제조국가,태국
https://www.samsung.com/sec/washing-machines/top-loader-wa80f19skb-d2c/WA80F19SKB/,상품 기본정보,KC 인증 필 유무,"R-R-SEC-WA6000CR, HU07310-23071"
https://www.samsung.com/sec/washing-machines/top-loader-wa80f19skb-d2c/WA80F19SKB/,상품 기본정보,동일모델의 출시년월,2025년 4월
https://www.samsung.com/sec/washing-machines/top-loader-wa80f19skb-d2c/WA80F19SKB/,상품 기본정보,A/S 책임자와 전화번호,삼성전자서비스센터 / 1588-3366
https://www.samsung.com/sec/washing-machines/top-loader-wa80f19skb-d2c/WA80F19SKB/,상품 기본정보,품질보증기준,결함.하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제16조)에 따라 보상 가능
https://www.samsung.com/sec/laundry-combo/combo-wd90f25chb-d2c/WD90F25CHB/,기본 사양,색상,블랙캐비어
https://www.samsung.com/sec/laundry-combo/combo-wd90f25chb-d2c/WD90F25CHB/,기본 사양,전원,220 V/60 Hz
https://www.samsung.com/sec/laundry-combo/combo-wd90f25chb-d2c/WD90F25CHB/,기본 사양,세탁 용량,25 kg
https://www.samsung.com/sec/laundry-combo/combo-wd90f25chb-d2c/WD90F25CHB/,기본 사양,건조 용량,18 kg
https://www.samsung.com/sec/laundry-combo/combo-wd90f25chb-d2c/WD90F25CHB/,기본 사양,에너지 소비효율,1 등급
https://www.samsung.com/sec/laundry-combo/combo-wd90f25chb-d2c/WD90F25CHB/,기본 사양,소비전력,가열세탁 시 2100 W / 건조 1000 W
https://www.samsung.com/sec/laundry-combo/combo-wd90f25chb-d2c/WD90F25CHB/,기본 사양,무게,144 kg
https://www.samsung.com/sec/laundry-combo/combo-wd90f25chb-d2c/WD90F25CHB/,기본 사양,크기(폭 × 높이 × 깊이),"686 × 1,110 × 875 mm"
https://www.samsung.com/sec/laundry-combo/combo-wd90f25chb-d2c/WD90F25CHB/,외관 사양,도어 타입,강화유리
https://www.samsung.com/sec/laundry-combo/combo-wd90f25chb-d2c/WD90F25CHB/,외관 사양,디스플레이,Color LCD (177.8mm)
https://www.samsung.com/sec/laundry-combo/combo-wd90f25chb-d2c/WD90F25CHB/,외관 사양,드럼 패턴,스월 드럼
https://www.samsung.com/sec/laundry-combo/combo-wd90f25chb-d2c/WD90F25CHB/,주요기능,버블,있음
https://www.samsung.com/sec/laundry-combo/combo-wd90f25chb-d2c/WD90F25CHB/,주요기능,초강력 워터샷,있음
https://www.samsung.com/sec/laundry-combo/combo-wd90f25chb-d2c/WD90F25CHB/,주요기능,세제자동투입,있음
https://www.samsung.com/sec/laundry-combo/combo-wd90f25chb-d2c/WD90F25CHB/,주요기능,직수 파워 오토 클린,있음
https://www.samsung.com/sec/laundry-combo/combo-wd90f25chb-d2c/WD90F25CHB/,주요기능,오토 오픈 도어,없음
https://www.samsung.com/sec/laundry-combo/combo-wd90f25chb-d2c/WD90F25CHB/,주요기능,음성인식,있음
https://www.samsung.com/sec/laundry-combo/combo-wd90f25chb-d2c/WD90F25CHB/,주요기능,스마트컨트롤,있음
https://www.samsung.com/sec/laundry-combo/combo-wd90f25chb-d2c/WD90F25CHB/,주요기능,세탁 온도 조절,있음
https://www.samsung.com/sec/laundry-combo/combo-wd90f25chb-d2c/WD90F25CHB/,주요기능,헹굼 횟수 조절,있음
https://www.samsung.com/sec/laundry-combo/combo-wd90f25chb-d2c/WD90F25CHB/,주요기능,예약 기능,있음
https://www.samsung.com/sec/laundry-combo/combo-wd90f25chb-d2c/WD90F25CHB/,주요기능,버튼 잠금,있음
https://www.samsung.com/sec/laundry-combo/combo-wd90f25chb-d2c/WD90F25CHB/,주요기능,버블 불림,있음
https://www.samsung.com/sec/laundry-combo/combo-wd90f25chb-d2c/WD90F25CHB/,주요기능,세탁물 추가,있음
https://www.samsung.com/sec/laundry-combo/combo-wd90f25chb-d2c/WD90F25CHB/,주요기능,기기관리 코스,"무세제통세척+, 열풍내부케어"
https://www.samsung.com/sec/laundry-combo/combo-wd90f25chb-d2c/WD90F25CHB/,주요기능,드럼라이트,있음
https://www.samsung.com/sec/laundry-combo/combo-wd90f25chb-d2c/WD90F25CHB/,주요기능,진동소음 저감 시스템,있음
https://www.samsung.com/sec/laundry-combo/combo-wd90f25chb-d2c/WD90F25CHB/,주요기능,세탁 및 건조코스,"표준, AI 맞춤+, 쾌속, 미세플라스틱저감, 이불, 퍼실 딥 클린, 섬세의류, 울, 타월, 데님, 셔츠, 아기옷, 펫케어, 살균, 손빨래, 헹굼+탈수, 탈수 단독, 이불/먼지털기, 패딩케어, 시간건조, 송풍건조, 기기 관리"
https://www.samsung.com/sec/laundry-combo/combo-wd90f25chb-d2c/WD90F25CHB/,스마트,WiFi 내장,지원
https://www.samsung.com/sec/laundry-combo/combo-wd90f25chb-d2c/WD90F25CHB/,스마트,SmartThings Hub,미지원
https://www.samsung.com/sec/laundry-combo/combo-wd90f25chb-d2c/WD90F25CHB/,앱 연결,SmartThings 모바일 앱 지원,지원
https://www.samsung.com/sec/laundry-combo/combo-wd90f25chb-d2c/WD90F25CHB/,안전인증정보,인증구분,KC 안전인증
https://www.samsung.com/sec/laundry-combo/combo-wd90f25chb-d2c/WD90F25CHB/,안전인증정보,인증기관,한국기계전기전자 시험연구원
https://www.samsung.com/sec/laundry-combo/combo-wd90f25chb-d2c/WD90F25CHB/,안전인증정보,인증번호,HE07020-24167
https://www.samsung.com/sec/laundry-combo/combo-wd90f25chb-d2c/WD90F25CHB/,EMC/RF모듈,인증기관,국립전파연구원
https://www.samsung.com/sec/laundry-combo/combo-wd90f25chb-d2c/WD90F25CHB/,EMC/RF모듈,인증번호,"R-R-SEC-WD90F27K, R-C-SEC-WCP730M"
https://www.samsung.com/sec/laundry-combo/combo-wd90f25chb-d2c/WD90F25CHB/,기본정보,제조자/수입자,삼성전자(주)
https://www.samsung.com/sec/laundry-combo/combo-wd90f25chb-d2c/WD90F25CHB/,기본정보,제조국,한국
https://www.samsung.com/sec/laundry-combo/combo-wd90f25chb-d2c/WD90F25CHB/,기본정보,동일모델의 출시년월,2025년 3월
https://www.samsung.com/sec/laundry-combo/combo-wd90f25chb-d2c/WD90F25CHB/,상품 기본정보,제품명,전기 세탁기/건조기
https://www.samsung.com/sec/laundry-combo/combo-wd90f25chb-d2c/WD90F25CHB/,상품 기본정보,제조자/수입자,삼성전자(주)
https://www.samsung.com/sec/laundry-combo/combo-wd90f25chb-d2c/WD90F25CHB/,상품 기본정보,제조국가,한국
https://www.samsung.com/sec/laundry-combo/combo-wd90f25chb-d2c/WD90F25CHB/,상품 기본정보,KC 인증 필 유무,"HE07020-24167, R-R-SEC-WD90F27K, R-C-SEC-WCP730M"
https://www.samsung.com/sec/laundry-combo/combo-wd90f25chb-d2c/WD90F25CHB/,상품 기본정보,동일모델의 출시년월,2025년 3월
https://www.samsung.com/sec/laundry-combo/combo-wd90f25chb-d2c/WD90F25CHB/,상품 기본정보,A/S 책임자와 전화번호,삼성전자서비스센터 / 1588-3366
https://www.samsung.com/sec/laundry-combo/combo-wd90f25chb-d2c/WD90F25CHB/,상품 기본정보,품질보증기준,결함.하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제16조)에 따라 보상 가능
https://www.samsung.com/sec/washing-machines/package-wf21d20cvvc-d2c/WF21D20CVVC/,기본 사양,세탁 용량,21 kg
https://www.samsung.com/sec/washing-machines/package-wf21d20cvvc-d2c/WF21D20CVVC/,기본 사양,색상,블랙캐비어
https://www.samsung.com/sec/washing-machines/package-wf21d20cvvc-d2c/WF21D20CVVC/,기본 사양,크기(폭 × 높이 × 깊이),686 × 984 × 796 mm
https://www.samsung.com/sec/washing-machines/package-wf21d20cvvc-d2c/WF21D20CVVC/,기본 사양,무게,92 kg
https://www.samsung.com/sec/washing-machines/package-wf21d20cvvc-d2c/WF21D20CVVC/,기본 사양,에너지 소비효율,1 등급
https://www.samsung.com/sec/washing-machines/package-wf21d20cvvc-d2c/WF21D20CVVC/,기본 사양,전원,220 V/60 Hz
https://www.samsung.com/sec/washing-machines/package-wf21d20cvvc-d2c/WF21D20CVVC/,기본 사양,소비전력,가열세탁 시 2200 W
https://www.samsung.com/sec/washing-machines/package-wf21d20cvvc-d2c/WF21D20CVVC/,외관 사양,디스플레이,올인원컨트롤(호환 건조기와 전용 상단 설치 키트로 직렬 설치시)
https://www.samsung.com/sec/washing-machines/package-wf21d20cvvc-d2c/WF21D20CVVC/,외관 사양,도어 타입,강화유리
https://www.samsung.com/sec/washing-machines/package-wf21d20cvvc-d2c/WF21D20CVVC/,외관 사양,드럼 패턴,스월 드럼
https://www.samsung.com/sec/washing-machines/package-wf21d20cvvc-d2c/WF21D20CVVC/,주요기능,버블,있음
https://www.samsung.com/sec/washing-machines/package-wf21d20cvvc-d2c/WF21D20CVVC/,주요기능,초강력 워터샷,있음
https://www.samsung.com/sec/washing-machines/package-wf21d20cvvc-d2c/WF21D20CVVC/,주요기능,스마트컨트롤,있음
https://www.samsung.com/sec/washing-machines/package-wf21d20cvvc-d2c/WF21D20CVVC/,주요기능,세탁 온도 조절,있음
https://www.samsung.com/sec/washing-machines/package-wf21d20cvvc-d2c/WF21D20CVVC/,주요기능,헹굼 횟수 조절,있음
https://www.samsung.com/sec/washing-machines/package-wf21d20cvvc-d2c/WF21D20CVVC/,주요기능,탈수 세기 조절,있음
https://www.samsung.com/sec/washing-machines/package-wf21d20cvvc-d2c/WF21D20CVVC/,주요기능,예약 기능,있음
https://www.samsung.com/sec/washing-machines/package-wf21d20cvvc-d2c/WF21D20CVVC/,주요기능,버튼 잠금,있음
https://www.samsung.com/sec/washing-machines/package-wf21d20cvvc-d2c/WF21D20CVVC/,주요기능,버블 불림,있음
https://www.samsung.com/sec/washing-machines/package-wf21d20cvvc-d2c/WF21D20CVVC/,주요기능,세탁물 추가,있음
https://www.samsung.com/sec/washing-machines/package-wf21d20cvvc-d2c/WF21D20CVVC/,주요기능,무세제통세척,있음
https://www.samsung.com/sec/washing-machines/package-wf21d20cvvc-d2c/WF21D20CVVC/,주요기능,드럼라이트,있음
https://www.samsung.com/sec/washing-machines/package-wf21d20cvvc-d2c/WF21D20CVVC/,주요기능,진동 저감 시스템,있음
https://www.samsung.com/sec/washing-machines/package-wf21d20cvvc-d2c/WF21D20CVVC/,주요기능,세탁코스,"표준세탁, AI맞춤세탁, 쾌속세탁, 펫케어 세탁, 데님, 면의류, 셔츠, 블라우스, 울, 아웃도어, 피트니스, 섬세의류, 타월, 이불, 아기옷, 살균세탁, 헹굼+탈수, 탈수단독, 무세제통세척, 미세플라스틱저감"
https://www.samsung.com/sec/washing-machines/package-wf21d20cvvc-d2c/WF21D20CVVC/,스마트,WiFi 내장,지원
https://www.samsung.com/sec/washing-machines/package-wf21d20cvvc-d2c/WF21D20CVVC/,앱 연결,SmartThings 모바일 앱 지원,지원
https://www.samsung.com/sec/washing-machines/package-wf21d20cvvc-d2c/WF21D20CVVC/,안전인증정보,인증구분,KC 안전인증
https://www.samsung.com/sec/washing-machines/package-wf21d20cvvc-d2c/WF21D20CVVC/,안전인증정보,인증기관,한국기계전기전자 시험연구원
https://www.samsung.com/sec/washing-machines/package-wf21d20cvvc-d2c/WF21D20CVVC/,안전인증정보,인증번호,HU072172-23021
https://www.samsung.com/sec/washing-machines/package-wf21d20cvvc-d2c/WF21D20CVVC/,EMC,인증기관,국립전파연구원
https://www.samsung.com/sec/washing-machines/package-wf21d20cvvc-d2c/WF21D20CVVC/,EMC,인증번호,"R-R-SEC-WF6000CK, R-C-SEC-CCAR210R"
https://www.samsung.com/sec/washing-machines/package-wf21d20cvvc-d2c/WF21D20CVVC/,기본정보,제조자/수입자,삼성전자(주)
https://www.samsung.com/sec/washing-machines/package-wf21d20cvvc-d2c/WF21D20CVVC/,기본정보,제조국,베트남
https://www.samsung.com/sec/washing-machines/package-wf21d20cvvc-d2c/WF21D20CVVC/,기본정보,동일모델의 출시년월,2023년 10월
https://www.samsung.com/sec/washing-machines/package-wf21d20cvvc-d2c/WF21D20CVVC/,상품 기본정보,제품명,전기 세탁기
https://www.samsung.com/sec/washing-machines/package-wf21d20cvvc-d2c/WF21D20CVVC/,상품 기본정보,제조자/수입자,삼성전자(주)
https://www.samsung.com/sec/washing-machines/package-wf21d20cvvc-d2c/WF21D20CVVC/,상품 기본정보,제조국가,베트남
https://www.samsung.com/sec/washing-machines/package-wf21d20cvvc-d2c/WF21D20CVVC/,상품 기본정보,KC 인증 필 유무,"HU072172-23021, R-R-SEC-WF6000CK, R-C-SEC-CCAR210R"
https://www.samsung.com/sec/washing-machines/package-wf21d20cvvc-d2c/WF21D20CVVC/,상품 기본정보,동일모델의 출시년월,2023년 10월
https://www.samsung.com/sec/washing-machines/package-wf21d20cvvc-d2c/WF21D20CVVC/,상품 기본정보,A/S 책임자와 전화번호,삼성전자서비스센터 / 1588-3366
https://www.samsung.com/sec/washing-machines/package-wf21d20cvvc-d2c/WF21D20CVVC/,상품 기본정보,품질보증기준,결함.하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제16조)에 따라 보상 가능
https://www.samsung.com/sec/washing-machines/package-wf25d22dvvp-d2c/WF25D22DEEP/,기본 사양,세탁 용량,25 kg
https://www.samsung.com/sec/washing-machines/package-wf25d22dvvp-d2c/WF25D22DEEP/,기본 사양,색상,그레이지
https://www.samsung.com/sec/washing-machines/package-wf25d22dvvp-d2c/WF25D22DEEP/,기본 사양,크기(폭 × 높이 × 깊이),686 × 984 × 875 mm
https://www.samsung.com/sec/washing-machines/package-wf25d22dvvp-d2c/WF25D22DEEP/,기본 사양,무게,104 kg
https://www.samsung.com/sec/washing-machines/package-wf25d22dvvp-d2c/WF25D22DEEP/,기본 사양,에너지 소비효율,1 등급
https://www.samsung.com/sec/washing-machines/package-wf25d22dvvp-d2c/WF25D22DEEP/,기본 사양,전원,220 V/60 Hz
https://www.samsung.com/sec/washing-machines/package-wf25d22dvvp-d2c/WF25D22DEEP/,기본 사양,소비전력,가열세탁 시 2200 W
https://www.samsung.com/sec/washing-machines/package-wf25d22dvvp-d2c/WF25D22DEEP/,외관 사양,디스플레이,올인원컨트롤(호환 건조기와 전용 상단 설치 키트로 직렬 설치시)
https://www.samsung.com/sec/washing-machines/package-wf25d22dvvp-d2c/WF25D22DEEP/,외관 사양,도어 타입,강화유리
https://www.samsung.com/sec/washing-machines/package-wf25d22dvvp-d2c/WF25D22DEEP/,외관 사양,드럼 패턴,스월 드럼
https://www.samsung.com/sec/washing-machines/package-wf25d22dvvp-d2c/WF25D22DEEP/,주요기능,버블,있음
https://www.samsung.com/sec/washing-machines/package-wf25d22dvvp-d2c/WF25D22DEEP/,주요기능,초강력 워터샷,있음
https://www.samsung.com/sec/washing-machines/package-wf25d22dvvp-d2c/WF25D22DEEP/,주요기능,세제자동투입,있음
https://www.samsung.com/sec/washing-machines/package-wf25d22dvvp-d2c/WF25D22DEEP/,주요기능,오토 오픈 도어,있음
https://www.samsung.com/sec/washing-machines/package-wf25d22dvvp-d2c/WF25D22DEEP/,주요기능,스마트컨트롤,있음
https://www.samsung.com/sec/washing-machines/package-wf25d22dvvp-d2c/WF25D22DEEP/,주요기능,세탁 온도 조절,있음
https://www.samsung.com/sec/washing-machines/package-wf25d22dvvp-d2c/WF25D22DEEP/,주요기능,헹굼 횟수 조절,있음
https://www.samsung.com/sec/washing-machines/package-wf25d22dvvp-d2c/WF25D22DEEP/,주요기능,탈수 세기 조절,있음
https://www.samsung.com/sec/washing-machines/package-wf25d22dvvp-d2c/WF25D22DEEP/,주요기능,예약 기능,있음
https://www.samsung.com/sec/washing-machines/package-wf25d22dvvp-d2c/WF25D22DEEP/,주요기능,버튼 잠금,있음
https://www.samsung.com/sec/washing-machines/package-wf25d22dvvp-d2c/WF25D22DEEP/,주요기능,버블 불림,있음
https://www.samsung.com/sec/washing-machines/package-wf25d22dvvp-d2c/WF25D22DEEP/,주요기능,세탁물 추가,있음
https://www.samsung.com/sec/washing-machines/package-wf25d22dvvp-d2c/WF25D22DEEP/,주요기능,무세제통세척,있음
https://www.samsung.com/sec/washing-machines/package-wf25d22dvvp-d2c/WF25D22DEEP/,주요기능,드럼라이트,있음
https://www.samsung.com/sec/washing-machines/package-wf25d22dvvp-d2c/WF25D22DEEP/,주요기능,진동 저감 시스템,있음
https://www.samsung.com/sec/washing-machines/package-wf25d22dvvp-d2c/WF25D22DEEP/,주요기능,세탁코스,"표준세탁, AI맞춤세탁, 쾌속세탁, 펫케어 세탁, 데님, 면의류, 셔츠, 블라우스, 울, 아웃도어, 피트니스, 섬세의류, 타월, 이불, 아기옷, 살균세탁, 헹굼+탈수, 탈수단독, 무세제통세척, 미세플라스틱저감"
https://www.samsung.com/sec/washing-machines/package-wf25d22dvvp-d2c/WF25D22DEEP/,스마트,WiFi 내장,지원
https://www.samsung.com/sec/washing-machines/package-wf25d22dvvp-d2c/WF25D22DEEP/,앱 연결,SmartThings 모바일 앱 지원,지원
https://www.samsung.com/sec/washing-machines/package-wf25d22dvvp-d2c/WF25D22DEEP/,안전인증정보,인증구분,KC 안전인증
https://www.samsung.com/sec/washing-machines/package-wf25d22dvvp-d2c/WF25D22DEEP/,안전인증정보,인증기관,한국기계전기전자 시험연구원
https://www.samsung.com/sec/washing-machines/package-wf25d22dvvp-d2c/WF25D22DEEP/,안전인증정보,인증번호,HE07020-23162
https://www.samsung.com/sec/washing-machines/package-wf25d22dvvp-d2c/WF25D22DEEP/,EMC,인증기관,국립전파연구원
https://www.samsung.com/sec/washing-machines/package-wf25d22dvvp-d2c/WF25D22DEEP/,EMC,인증번호,"R-R-SEC-WF8000CK, R-C-SEC-CCAR210R"
https://www.samsung.com/sec/washing-machines/package-wf25d22dvvp-d2c/WF25D22DEEP/,기본정보,제조자/수입자,삼성전자(주)
https://www.samsung.com/sec/washing-machines/package-wf25d22dvvp-d2c/WF25D22DEEP/,기본정보,제조국,한국
https://www.samsung.com/sec/washing-machines/package-wf25d22dvvp-d2c/WF25D22DEEP/,기본정보,동일모델의 출시년월,2023년 3월
https://www.samsung.com/sec/washing-machines/package-wf25d22dvvp-d2c/WF25D22DEEP/,상품 기본정보,제품명,전기 세탁기
https://www.samsung.com/sec/washing-machines/package-wf25d22dvvp-d2c/WF25D22DEEP/,상품 기본정보,제조자/수입자,삼성전자(주)
https://www.samsung.com/sec/washing-machines/package-wf25d22dvvp-d2c/WF25D22DEEP/,상품 기본정보,제조국가,한국
https://www.samsung.com/sec/washing-machines/package-wf25d22dvvp-d2c/WF25D22DEEP/,상품 기본정보,KC 인증 필 유무,"HE07020-23162, R-R-SEC-WF8000CK, R-C-SEC-CCAR210R"
https://www.samsung.com/sec/washing-machines/package-wf25d22dvvp-d2c/WF25D22DEEP/,상품 기본정보,동일모델의 출시년월,2023년 3월
https://www.samsung.com/sec/washing-machines/package-wf25d22dvvp-d2c/WF25D22DEEP/,상품 기본정보,A/S 책임자와 전화번호,삼성전자서비스센터 / 1588-3366
https://www.samsung.com/sec/washing-machines/package-wf25d22dvvp-d2c/WF25D22DEEP/,상품 기본정보,품질보증기준,결함.하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제16조)에 따라 보상 가능
https://www.samsung.com/sec/washing-machines/wa30dg2120ee-d2c/WA30DG2120EE/,기본 사양,세탁 용량,3 kg
https://www.samsung.com/sec/washing-machines/wa30dg2120ee-d2c/WA30DG2120EE/,기본 사양,색상,그레이지
https://www.samsung.com/sec/washing-machines/wa30dg2120ee-d2c/WA30DG2120EE/,기본 사양,크기(폭 × 높이 × 깊이),450 × 809 × 540 mm
https://www.samsung.com/sec/washing-machines/wa30dg2120ee-d2c/WA30DG2120EE/,기본 사양,무게,27 kg
https://www.samsung.com/sec/washing-machines/wa30dg2120ee-d2c/WA30DG2120EE/,기본 사양,에너지 소비효율,3등급
https://www.samsung.com/sec/washing-machines/wa30dg2120ee-d2c/WA30DG2120EE/,기본 사양,전원,220 V/60 Hz
https://www.samsung.com/sec/washing-machines/wa30dg2120ee-d2c/WA30DG2120EE/,기본 사양,소비전력,삶음 2500 W
https://www.samsung.com/sec/washing-machines/wa30dg2120ee-d2c/WA30DG2120EE/,기본 사양,모터,AC 모터
https://www.samsung.com/sec/washing-machines/wa30dg2120ee-d2c/WA30DG2120EE/,외관 사양,디스플레이,LED
https://www.samsung.com/sec/washing-machines/wa30dg2120ee-d2c/WA30DG2120EE/,외관 사양,이중안전도어,있음
https://www.samsung.com/sec/washing-machines/wa30dg2120ee-d2c/WA30DG2120EE/,주요기능,필터,있음
https://www.samsung.com/sec/washing-machines/wa30dg2120ee-d2c/WA30DG2120EE/,주요기능,물높이 조절,있음
https://www.samsung.com/sec/washing-machines/wa30dg2120ee-d2c/WA30DG2120EE/,주요기능,버튼 잠금,있음
https://www.samsung.com/sec/washing-machines/wa30dg2120ee-d2c/WA30DG2120EE/,주요기능,알림음 끔,있음
https://www.samsung.com/sec/washing-machines/wa30dg2120ee-d2c/WA30DG2120EE/,주요기능,무세제통세척,있음
https://www.samsung.com/sec/washing-machines/wa30dg2120ee-d2c/WA30DG2120EE/,주요기능,통세척 알람,있음
https://www.samsung.com/sec/washing-machines/wa30dg2120ee-d2c/WA30DG2120EE/,주요기능,스테인리스 세탁판,있음
https://www.samsung.com/sec/washing-machines/wa30dg2120ee-d2c/WA30DG2120EE/,주요기능,안전도어락 시스템,있음
https://www.samsung.com/sec/washing-machines/wa30dg2120ee-d2c/WA30DG2120EE/,주요기능,헹굼 추가,있음
https://www.samsung.com/sec/washing-machines/wa30dg2120ee-d2c/WA30DG2120EE/,주요기능,세탁코스,"90도 삶음세탁, 70도 살균세탁, 아기옷, 표준, 소량쾌속, 헹굼+탈수, 울/섬세, 무세제통세척, 탈수"
https://www.samsung.com/sec/washing-machines/wa30dg2120ee-d2c/WA30DG2120EE/,안전인증정보,인증구분,KC
https://www.samsung.com/sec/washing-machines/wa30dg2120ee-d2c/WA30DG2120EE/,안전인증정보,인증기관,한국기계전기전자시험연구원
https://www.samsung.com/sec/washing-machines/wa30dg2120ee-d2c/WA30DG2120EE/,안전인증정보,인증번호,HE07105-18001
https://www.samsung.com/sec/washing-machines/wa30dg2120ee-d2c/WA30DG2120EE/,EMC,인증기관,국립전파연구원
https://www.samsung.com/sec/washing-machines/wa30dg2120ee-d2c/WA30DG2120EE/,EMC,인증번호,R-R-SEC-WAF100K
https://www.samsung.com/sec/washing-machines/wa30dg2120ee-d2c/WA30DG2120EE/,기본정보,제조자/수입자,디케이㈜/삼성전자㈜
